SpikeMax,SpikeMin,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Lag13,Lag14,Lag15,Lag16
,"{""RAB4B"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EEF1D"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-492E3.1"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C1QB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MIF"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP5-857K21.11"", ""unprocessed_pseudogene:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GDI2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AOAH"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMD2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UBR5"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MLLT1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SRPRA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GBP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CD300A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SEMA4B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC25A37"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KMT2B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LDLR"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NAXD"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MRPL43"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NABP1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF260"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C9orf72"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATP6V1B2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""USP9X"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MXD1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TSC2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM131"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LILRA5"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CSF1R"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HNRNPU"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CTD-2552B11.4"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HK1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATG16L2"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SIRPA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ELOF1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PDE4B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KIAA0922"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PTPRU"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NEK9"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SH3PXD2A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBFOX2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HPS1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PHF21A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NPIPB5"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF146"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""JOSD2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GTF2IRD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AKNA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB25"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LMTK3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CDC42BPG"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LRFN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FNIP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLBP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MYADM"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CELF1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PIM2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SULF2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-298J23.10"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LRRFIP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PLEKHG6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BCOR"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EPS8L1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MDFIC"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PTPN11"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VPS54"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAN2A2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC9A3R2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CSAR2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCNJL"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ABHD3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMX2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANP32A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""THUMPD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NSUN7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FOXQ1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BCL2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RXRA"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CSNK2A1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""WDR48"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BIN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARHGAP40"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PLCD1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM9B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AMDHD2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STAT2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IL18"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AIP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ITPRIPL2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TRPC4AP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NPIPB5"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MON2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-368J21.1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SCAMP4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DCAF8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PPP1R13B"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TAB3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PDCD10"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANKRD13A"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARHGAP9"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC6A6"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MMP25"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KRT78"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STK17B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PLIN5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""S100A1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPS9"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MGEA5"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SH3GLB2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCDC28A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TET2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HPCAL1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-885N19.7"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SPATA2L"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C10orf105"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PCTP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C15orf38-AP3S2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC25A4"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMD10"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBAK"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SF1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LILRB3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""VIM"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLC11A1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAP3K2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HIP1R"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FCGR2A"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SMCR8"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCDC115"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SPI1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HRH2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FLOT2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SNRNP70"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARRB1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KLHL15"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CTSD"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HACD4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PAIP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HLA-F"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""STX4"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CNN2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AC005306.3"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HNRNPA2B1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NBDY"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCR7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CPNE3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM109A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FERMT3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZGPAT"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-576D8.2"", ""antisense:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARRDC4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DCXR"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""YTHDF2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM193B"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C16orf52"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CCBL2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LYRM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SNRPN"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PCBP2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PRPF3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PPP1CB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RP11-378J18.9"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPR65"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PFN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CPNE1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ALPK1"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""WSB2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ALPL"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB24"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARIH1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NCL"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HSPD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PDIA3"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMED4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TXNRD1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ATP6V1B2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LILRA6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AKAP9"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HES1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM248"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SAP30BP"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""C3AR1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LMAN2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM88"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMED5"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANXA5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TIMP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SNAPC1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MSRB1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF2S1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DECR1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SARS"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DIP2B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NRDC"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DAP"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LRRK2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MR1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TPT1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SSR3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CXCL8"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KIAA0226L"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZNF652"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CEBPD"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TNFRSF1B"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TREM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""REPIN1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PROSER2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM192A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FBXL15"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SCAMP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SEMA4D"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBM17"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMEM219"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PABPC1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARHGEF18"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAN"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HSPE1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MLF2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RNF168"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SKIV2L"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BTG1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DAPK1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ETHE1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HSDL2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBM8A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HINT1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GPR84"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PIK3AP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RGP1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""INAFM2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SUPT6H"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CAND1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GALNT10"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB4A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SYF2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SOX4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""FAM96B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EIF4A2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IRF7"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CEACAM3"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANKRD44"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""XXbac-BPG246D15.8"", ""lincRNA:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TCP1"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CNDP2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MYSM1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TUBA1A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LRRK2"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZFP36L1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""N4BP2L2"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""IFI6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBM39"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""LIMD2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PTP4A3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MXD3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GGNBP2"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CST4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BIN3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""WEE1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ARHGEF40"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BIN2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ICAM3"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB21"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""REM2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MAN2B1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBM18"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HLA-DQB1"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZFPL1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ALG2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DDOST"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RBKS"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UBA2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TMED7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PWWP2B"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SLK"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NPC1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CDC42BPB"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EML4"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KYNU"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CXCL9"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""UCHL5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""BRCC3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GCLM"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DDX3Y"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HELZ2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RAB6A"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""EPN3"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DYNC1I2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PPT1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""KDM7A"", ""nonsense_mediated_decay:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZFYVE21"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""AGER"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""NARF"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ANKRD13D"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""PSMC6"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""GADD45B"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""USP4"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""HSPA6"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MBOAT7"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MGEA5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""ZMAT5"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MBOAT7"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SOCS3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SIGLEC10"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""DCAF10"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""RPS9"", ""retained_intron:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""MORF4L2"", ""processed_transcript:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""SRRM2"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TRABD"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""TFCP2L1"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
,"{""CHD3"", ""protein_coding:SLVRNA""}",,,,,,,,,,,,,,,,
